#,Team,Season,Playoffs,PTS/G,PTS,Plays,YDS,YDS/Play,1STDWN,3DMADE,3DATT,3DPCT,MADERED,ATTRED,PCTRED,PEN, PENYARDS,TOP,TOP 2,TODIFF,DefPTS,DefPLAYS,DefYDS,DefYDS/PLAY,Def1STDWN,Def3dMADE,Def3dATT,Def3dPCT,DefMADERED,DefATTRED,DefPCTRED,DefPEN,DefPENYDS,DefTOP
11,Bears,2011,N,22.1,353,978,5027,5.1,271,66,203,32.5,20,38,52.6,104,800,30:25:00,30:25,2,341,1048,5607,5.4,291,80,229,34.9,25,56,44.6,98,719,30:59:00
12,Bears,2012,N,23.4,375,999,4969,5,292,80,219,36.5,23,46,50,102,811,32:48:00,32:48,20,277,1021,5050,4.9,286,78,220,35.5,21,41,51.2,78,704,29:40:00
13,Bears,2013,N,27.8,445,1013,6109,6,344,83,197,42.1,35,60,58.3,85,708,31:02:00,31:02,5,478,1021,6313,6.2,353,83,200,41.5,34,59,57.6,69,647,30:12:00
14,Bears,2014,N,19.9,319,1005,5233,5.2,322,78,207,37.7,30,47,63.8,113,998,30:13:00,30:13,-5,442,1009,6034,6,325,85,201,42.3,37,71,52.1,106,978,30:06:00
15,Bears,2015,N,20.9,335,1025,5514,5.4,312,93,219,42.5,24,50,48,99,909,31:29:00,31:29,-4,397,980,5527,5.6,307,89,201,44.3,27,45,60,98,895,29:26:00
16,Bears,2016,N,17.4,279,967,5704,5.9,324,70,185,37.8,25,49,51,110,967,28:07:00,28:07,-20,399,1012,5548,5.5,322,85,210,40.5,31,59,52.5,103,959,32:53:00
17,Bears,2017,N,16.5,264,934,4599,4.9,267,71,205,34.6,20,33,60.6,115,943,29:58:00,29:58,0,320,1003,5106,5.1,298,86,219,39.3,24,49,49,118,910,32:38:00
18,Bears,2018,Y,26.3,421,1013,5502,5.4,331,82,200,41,36,54,66.7,97,796,32:22:00,32:22,12,283,1004,4795,4.8,278,75,219,34.2,20,40,50,114,1022,29:42:00
19,Bears,2019,N,17.5,280,1020,4749,4.7,297,77,216,35.6,24,46,52.2,103,838,30:16:00,30:16,0,298,1017,5186,5.1,306,76,209,36.4,29,53,54.7,113,923,30:44:00
20,Bears,2020,Y,23.2,372,1043,5302,5.1,335,71,205,34.6,31,55,56.4,88,777,30:28:00,30:28,-4,370,1020,5519,5.4,331,80,210,38.1,29,53,54.7,95,861,30:03:00
21,Bengals,2011,Y,21.5,344,1015,5118,5,285,80,219,36.5,23,51,45.1,99,874,30:19:00,30:19,0,323,1009,5060,5,284,78,220,35.5,24,41,58.5,101,878,30:41:00
22,Bengals,2012,Y,24.4,391,1016,5323,5.2,292,74,217,34.1,31,57,54.4,99,857,30:26:00,30:26,4,320,1034,5115,4.9,307,79,219,36.1,21,41,51.2,90,779,30:34:00
23,Bengals,2013,Y,26.9,430,1097,5894,5.4,330,92,225,40.9,34,46,73.9,102,1000,33:50:00,33:50,1,305,1042,4888,4.7,282,74,225,32.9,18,36,50,69,692,29:48:00
24,Bengals,2014,Y,22.8,365,1019,5568,5.5,313,84,211,39.8,28,49,57.1,102,812,31:32:00,31:32,0,344,1067,5746,5.4,337,79,215,36.7,27,55,49.1,105,876,30:25:00
25,Bengals,2015,Y,26.2,419,1004,5728,5.7,324,81,201,40.3,38,58,65.5,111,917,31:13:00,31:13,11,279,1032,5453,5.3,307,86,218,39.4,18,38,47.4,116,1063,30:49:00
26,Bengals,2016,N,20.3,325,1050,5711,5.4,341,82,210,39,29,54,53.7,88,726,30:20:00,30:20,3,315,1038,5612,5.4,327,86,217,39.6,25,49,51,105,950,31:36:00
27,Bengals,2017,N,18.1,290,927,4488,4.8,267,67,199,33.7,24,43,55.8,110,1027,27:18:00,27:18,-9,349,1091,5425,5,325,98,241,40.7,26,56,46.4,106,906,33:55:00
28,Bengals,2018,N,23,368,938,4972,5.3,304,69,187,36.9,32,45,71.1,114,957,27:27:00,27:27,1,455,1084,6618,6.1,372,109,223,48.9,39,61,63.9,113,944,33:33:00
29,Bengals,2019,N,17.4,279,1049,5169,4.9,312,80,222,36,21,48,43.8,93,761,30:37:00,30:37,-14,420,1034,6299,6.1,328,89,209,42.6,25,51,49,122,988,31:00:00
30,Bengals,2020,N,19.4,311,1040,5116,4.9,318,77,213,36.2,24,48,50,83,675,31:09:00,31:09,-7,424,1021,6230,6.1,343,91,210,43.3,37,58,63.8,99,795,29:28:00
31,Bills,2011,N,23.2,372,992,5617,5.7,313,62,191,32.5,28,53,52.8,86,743,30:11:00,30:11,1,434,1003,5946,5.9,340,75,189,39.7,38,59,64.4,84,866,30:49:00
32,Bills,2012,N,21.5,344,983,5486,5.6,301,77,198,38.9,24,48,50,104,871,30:11:00,30:11,-13,435,1042,5806,5.6,349,92,209,44,38,55,69.1,80,693,30:03:00
33,Bills,2013,N,21.2,339,1116,5410,4.8,301,83,244,34,21,44,47.7,110,954,29:43:00,29:43,3,388,1089,5334,4.9,308,91,245,37.1,24,51,47.1,108,931,32:59:00
34,Bills,2014,N,21.4,343,1020,5096,5,273,84,229,36.7,22,51,43.1,124,1022,30:45:00,30:45,7,289,1027,4988,4.9,302,73,220,33.2,22,44,50,104,849,31:35:00
35,Bills,2015,N,23.7,379,1016,5775,5.7,297,86,227,37.9,19,38,50,143,1249,31:18:00,31:18,6,359,1017,5702,5.6,321,85,210,40.5,27,45,60,113,906,29:42:00
36,Bills,2016,N,24.9,399,1013,5665,5.6,328,86,210,41,35,54,64.8,112,960,30:48:00,30:48,6,378,1018,5712,5.6,338,82,205,40,30,57,52.6,106,884,31:06:00
37,Bills,2017,Y,18.9,302,1010,4842,4.8,278,101,241,41.9,23,44,52.3,98,872,28:20:00,28:20,9,359,1066,5682,5.3,348,82,214,38.3,30,57,52.6,97,873,32:11:00
38,Bills,2018,N,16.8,269,1008,4778,4.7,283,68,215,31.6,22,37,59.5,116,992,30:29:00,30:29,-5,374,968,4706,4.9,293,74,203,36.5,34,48,70.8,99,976,30:31:00
39,Bills,2019,Y,19.6,314,1018,5283,5.2,314,76,212,35.8,25,44,56.8,117,927,30:59:00,30:59,4,259,985,4772,4.8,295,76,212,35.8,24,43,55.8,94,815,30:01:00
40,Bills,2020,Y,31.3,501,1034,6343,6.1,397,93,187,49.7,42,68,61.8,102,941,32:45:00,32:45,4,375,1025,5640,5.5,351,76,191,39.8,38,58,65.5,86,728,28:15:00
41,Broncos,2011,Y,19.3,309,1017,5074,5,286,66,214,30.8,17,36,47.2,101,842,30:43:00,30:43,-12,390,1063,5725,5.4,315,73,218,33.5,27,52,51.9,99,845,32:04:00
42,Broncos,2012,Y,30.1,481,1090,6366,5.8,380,96,213,45.1,39,66,59.1,100,805,31:16:00,31:16,-1,289,1015,4652,4.6,287,66,216,30.6,24,41,58.5,123,951,29:44:00
43,Broncos,2013,Y,37.9,606,1156,7319,6.3,435,95,205,46.3,51,67,76.1,117,1000,31:31:00,31:31,0,399,1074,5696,5.3,339,83,218,38.1,37,60,61.7,97,807,30:18:00
44,Broncos,2014,Y,30.1,482,1067,6446,6,360,94,213,44.1,39,62,62.9,120,1045,31:46:00,31:46,5,354,1032,4883,4.7,311,81,222,36.5,30,52,57.7,103,816,30:36:00
45,Broncos,2015,Y,22.2,355,1056,5688,5.4,314,79,224,35.3,21,44,47.7,115,1063,30:30:00,30:30,-4,296,1033,4530,4.4,289,80,227,35.2,22,37,59.5,104,773,31:37:00
46,Broncos,2016,N,20.8,333,1020,5169,5.1,290,75,219,34.2,22,47,46.8,119,985,29:03:00,29:03,2,297,1076,5057,4.7,306,86,236,36.4,22,42,52.4,110,990,32:53:00
47,Broncos,2017,N,18.1,289,1075,5185,4.8,297,94,241,39,19,48,39.6,113,885,31:28:00,31:28,-17,382,952,4640,4.9,266,66,209,31.6,24,41,58.5,89,821,29:32:00
48,Broncos,2018,N,20.6,329,1015,5602,5.5,320,69,207,33.3,25,44,56.8,125,985,29:58:00,29:58,7,349,1022,5842,5.7,318,82,211,38.9,25,43,58.1,123,1006,31:02:00
49,Broncos,2019,N,17.6,282,954,4777,5,279,64,202,31.7,20,42,47.6,110,912,29:21:00,29:21,1,316,1003,5392,5.4,305,79,211,37.4,18,46,39.1,121,1041,31:39:00
50,Broncos,2020,N,20.2,323,1030,5369,5.2,308,82,212,38.7,24,45,53.3,81,670,29:59:00,29:59,-16,446,1043,5887,5.6,333,88,219,40.2,29,61,47.5,106,952,31:01:00
51,Brown,2011,N,13.6,218,1024,4621,4.5,278,92,238,38.7,13,31,41.9,95,847,29:15:00,29:15,1,307,1035,5318,5.1,301,95,230,41.3,20,49,40.8,90,726,31:00:00
52,Brown,2012,N,18.9,302,998,5028,5,279,67,218,30.7,17,39,43.6,113,1005,28:14:00,28:14,3,368,1095,5821,5.3,345,85,223,38.1,30,53,56.6,120,1008,32:19:00
53,Brown,2013,N,19.2,308,1078,5423,5,301,83,237,35,19,36,52.8,104,920,29:41:00,29:41,-8,406,1107,5319,4.8,328,109,244,44.7,32,50,64,95,745,31:19:00
54,Brown,2014,N,18.7,299,1010,5193,5.1,294,61,207,29.5,24,49,49,116,932,28:13:00,28:13,6,337,1118,5844,5.2,348,90,239,37.7,25,54,46.3,98,769,32:47:00
55,Brown,2015,N,17.4,278,1042,5311,5.1,307,95,227,41.9,18,47,38.3,120,1083,31:01:00,31:01,-9,432,998,6067,6.1,321,81,203,39.9,36,62,58.1,108,833,30:08:00
56,Brown,2016,N,16.5,264,983,4976,5.1,296,77,212,36.3,24,44,54.5,95,736,28:16:00,28:16,-12,452,1067,6279,5.9,364,93,206,45.1,40,60,66.7,104,930,33:54:00
57,Brown,2017,N,14.6,234,1008,4942,4.9,290,73,216,33.8,19,39,48.7,110,924,28:12:00,28:12,-28,410,1026,5250,5.1,315,91,224,40.6,31,46,67.4,101,905,33:37:00
58,Brown,2018,N,22.4,359,1023,5900,5.8,314,73,208,35.1,32,48,66.7,112,894,29:29:00,29:29,7,392,1122,6288,5.6,377,75,210,35.7,33,54,61.1,119,990,33:48:00
59,Brown,2019,N,20.9,335,973,5455,5.6,305,71,196,36.2,29,50,58,122,1106,30:42:00,30:42,-8,393,1014,5785,5.7,345,74,195,37.9,35,57,61.4,107,836,30:18:00
60,Brown,2020,Y,25.5,408,1022,5913,5.8,355,88,196,44.9,39,53,73.6,100,870,31:54:00,31:54,5,419,1035,5735,5.5,352,90,205,43.9,37,61,60.7,84,690,29:06:00
61,Buccaneers,2011,N,17.9,287,966,5108,5.3,276,76,206,36.9,19,38,50,123,1007,29:01:00,29:01,-16,494,1002,6311,6.3,356,73,185,39.5,40,70,57.1,95,786,31:59:00
62,Buccaneers,2012,N,24.3,389,1008,5820,5.8,301,76,212,35.8,28,47,59.6,101,819,30:19:00,30:19,3,394,1031,6078,5.9,329,88,219,40.2,30,54,55.6,103,851,30:57:00
63,Buccaneers,2013,N,18,288,981,4432,4.5,269,69,221,31.2,19,37,51.4,121,1136,30:36:00,30:36,10,389,1020,5568,5.5,324,80,204,39.2,28,56,50,105,1012,31:49:00
64,Buccaneers,2014,N,17.3,277,937,4672,5,263,76,203,37.4,21,39,53.8,118,939,27:17:00,27:17,-8,410,1068,5903,5.5,353,93,213,43.7,32,52,61.5,106,935,33:05:00
65,Buccaneers,2015,N,21.4,342,1017,6014,5.9,336,84,202,41.6,27,51,52.9,143,1195,29:00:00,29:00,-5,417,1044,5446,5.2,351,97,211,46,36,56,64.3,104,859,32:35:00
66,Buccaneers,2016,N,22.1,354,1066,5542,5.2,340,94,214,43.9,28,54,51.9,109,926,31:57:00,31:57,2,369,1013,5887,5.8,326,67,195,34.4,29,50,58,121,1061,30:52:00
67,Buccaneers,2017,N,20.9,335,1034,5816,5.6,352,85,196,43.4,26,53,49.1,104,795,30:43:00,30:43,-1,382,1011,6049,6,327,104,216,48.1,29,53,54.7,109,937,31:32:00
68,Buccaneers,2018,N,24.8,396,1055,6648,6.3,388,86,187,46,36,60,60,117,975,30:30:00,30:30,-18,464,998,6134,6.1,356,73,181,40.3,45,58,77.6,127,1156,30:01:00
69,Buccaneers,2019,N,28.6,458,1086,6366,5.9,353,90,217,41.5,35,54,64.8,133,1111,31:55:00,31:55,-13,449,1073,5503,5.1,331,75,218,34.4,30,60,50,111,971,29:19:00
70,Buccaneers,2020,Y,30.8,492,1017,6145,6,364,83,191,43.5,42,61,68.9,84,715,29:54:00,29:54,8,355,1023,5234,5.1,319,82,205,40,32,51,62.7,95,1015,31:06:00
71,Cardinals,2011,N,19.5,312,993,5192,5.2,286,66,205,32.2,23,45,51.1,106,997,29:43:00,29:43,-13,348,1095,5682,5.2,333,71,226,31.4,23,58,39.7,122,950,32:26:00
72,Cardinals,2012,N,15.6,250,1018,4209,4.1,246,58,230,25.2,16,40,40,102,857,29:19:00,29:19,-1,357,1041,5405,5.2,288,73,222,32.9,20,45,44.4,100,810,31:19:00
73,Cardinals,2013,N,23.7,379,1037,5542,5.3,329,74,210,35.2,26,50,52,96,744,31:00:00,31:00,-1,324,1042,5079,4.9,309,78,221,35.3,26,48,54.2,111,960,29:18:00
74,Cardinals,2014,Y,19.4,310,993,5116,5.2,302,90,224,40.2,16,38,42.1,91,707,30:48:00,30:48,8,299,1012,5891,5.8,300,81,216,37.5,18,41,43.9,130,1192,30:12:00
75,Cardinals,2015,Y,30.6,489,1041,6533,6.3,373,93,198,47,38,63,60.3,94,758,32:04:00,32:04,9,313,982,5147,5.2,284,75,210,35.7,26,47,55.3,130,1202,28:56:00
76,Cardinals,2016,N,26.1,418,1086,5868,5.4,368,87,214,40.7,35,54,64.8,104,889,31:53:00,31:53,0,362,1019,4883,4.8,293,85,219,38.8,25,45,55.6,123,1010,30:03:00
77,Cardinals,2017,N,18.4,295,1059,5026,4.7,310,82,233,35.2,20,48,41.7,110,880,31:10:00,31:10,-4,361,1007,4975,4.9,283,80,224,35.7,27,46,58.7,129,1128,30:33:00
78,Cardinals,2018,N,14.1,225,902,3865,4.3,239,58,199,29.1,18,28,64.3,101,786,27:33:00,27:33,-12,425,1065,5741,5.4,357,78,205,38,33,53,62.3,100,790,33:27:00
79,Cardinals,2019,N,22.6,361,1000,5467,5.5,314,71,197,36,24,53,45.3,121,956,28:41:00,28:41,-1,442,1080,6432,6,375,100,214,46.7,37,62,59.7,114,1041,33:56:00
80,Cardinals,2020,N,25.6,410,1083,6153,5.7,381,80,202,39.6,38,58,65.5,113,868,29:04:00,29:04,0,367,1054,5631,5.3,363,80,202,39.6,29,56,51.8,104,841,32:33:00
81,Chargers,2011,N,25.4,406,1048,6290,6,359,103,211,48.8,29,54,53.7,91,753,32:27:00,32:27,-7,377,958,5547,5.8,311,96,195,49.2,29,49,59.2,92,760,29:04:00
82,Chargers,2012,N,21.9,350,988,4756,4.8,293,82,217,37.8,22,47,46.8,103,796,32:37:00,32:37,2,350,1012,5223,5.2,316,90,214,42.1,28,40,70,102,798,29:15:00
83,Chargers,2013,Y,24.8,396,1060,6293,5.9,373,101,206,49,30,59,50.8,95,765,34:35:00,34:35,-4,348,959,5864,6.1,327,70,180,38.9,28,45,62.2,100,850,28:31:00
84,Chargers,2014,N,21.8,348,1009,5468,5.4,326,97,215,45.1,26,48,54.2,111,967,31:58:00,31:58,-5,348,988,5412,5.5,307,89,207,43,27,52,51.9,129,1058,29:20:00
85,Chargers,2015,N,20,320,1100,5949,5.4,344,97,231,42,28,44,63.6,117,942,32:51:00,32:51,-4,398,959,5791,6,299,74,195,37.9,23,46,50,120,976,29:41:00
86,Chargers,2016,N,25.6,410,1014,5708,5.6,340,85,200,42.5,32,62,51.6,107,780,31:33:00,31:33,-7,423,1025,5554,5.4,329,83,208,39.9,36,66,54.5,118,837,30:08:00
87,Chargers,2017,N,22.2,355,1020,6026,5.9,337,84,209,40.2,22,47,46.8,108,927,30:21:00,30:21,12,272,997,5254,5.3,282,86,221,38.9,13,36,36.1,109,995,30:04:00
88,Chargers,2018,Y,26.8,428,945,5962,6.3,338,70,177,39.5,34,53,64.2,113,967,31:43:00,31:43,1,329,981,5339,5.4,311,79,202,39.1,25,50,50,103,828,29:17:00
89,Chargers,2019,N,21.1,337,997,5879,5.9,349,86,194,44.3,28,53,52.8,103,872,31:47:00,31:47,-17,345,923,5009,5.4,285,88,195,45.1,24,40,60,108,959,30:32:00
90,Chargers,2020,N,24,384,1127,6113,5.4,373,99,224,44.2,32,56,57.1,85,710,32:58:00,32:58,3,426,997,5495,5.5,324,89,204,43.6,32,55,58.2,94,869,29:26:00
91,Chiefs,2011,N,13.2,212,1021,4973,4.9,277,81,225,36,12,36,33.3,110,916,30:32:00,30:32,-2,338,991,5333,5.4,291,72,210,34.3,28,51,54.9,108,832,31:13:00
92,Chiefs,2012,N,13.2,211,1015,5108,5,286,70,212,33,10,37,27,92,733,30:20:00,30:20,-24,425,973,5704,5.9,301,79,202,39.1,34,64,53.1,81,670,30:16:00
93,Chiefs,2013,Y,26.9,430,1030,5395,5.2,323,74,213,34.7,33,57,57.9,101,774,31:06:00,31:06,18,305,1067,5885,5.5,303,78,229,34.1,19,37,51.4,112,852,30:38:00
94,Chiefs,2014,N,22.1,353,962,5100,5.3,309,80,201,39.8,28,48,58.3,88,681,30:00:00,30:00,-3,281,1024,5288,5.2,310,79,216,36.6,21,54,38.9,107,851,30:00:00
95,Chiefs,2015,Y,25.3,405,955,5299,5.5,303,76,199,38.2,31,54,57.4,104,878,31:55:00,31:55,14,287,1037,5269,5.1,313,72,217,33.2,24,40,60,110,941,29:05:00
96,Chiefs,2016,Y,24.3,389,990,5489,5.5,305,81,213,38,25,55,45.5,109,848,31:36:00,31:36,16,311,1063,5897,5.5,342,96,222,43.2,26,53,49.1,109,797,31:39:00
97,Chiefs,2017,Y,25.9,415,985,6007,6.1,322,78,199,39.2,21,50,42,118,1044,31:55:00,31:55,15,339,1044,5842,5.6,352,83,207,40.1,28,51,54.9,107,864,30:35:00
98,Chiefs,2018,Y,35.3,565,996,6810,6.8,384,83,176,47.2,51,71,71.8,137,1152,29:11:00,29:11,9,421,1109,6488,5.9,419,80,193,41.5,42,58,72.4,107,881,31:20:00
99,Chiefs,2019,Y,28.2,451,976,6067,6.2,350,89,187,47.6,27,50,54,107,1029,29:27:00,29:27,8,308,1043,5594,5.4,344,75,202,37.1,29,57,50.9,116,844,31:33:00
100,Chiefs,2020,Y,29.6,473,1057,6653,6.3,397,95,194,49,36,59,61,105,919,31:31:00,31:31,6,362,1022,5733,5.6,353,77,188,41,36,47,76.6,97,760,30:59:00
101,Colts11,2011,N,15.2,243,951,4589,4.8,258,74,214,34.6,16,38,42.1,76,549,26:13:00,26:13,-12,430,1062,5935,5.6,343,98,216,45.4,35,57,61.4,84,804,34:47:00
102,Colts,2012,Y,22.3,357,1109,5799,5.2,360,98,229,42.8,26,48,54.2,94,801,31:46:00,31:46,-12,387,995,5988,6,325,75,197,38.1,27,53,50.9,128,1208,30:33:00
103,Colts,2013,Y,24.4,391,1023,5468,5.3,318,80,213,37.6,28,50,56,66,576,30:41:00,30:41,13,336,1026,5713,5.6,319,79,210,37.6,24,41,58.5,112,990,30:19:00
104,Colts,2014,Y,28.6,458,1105,6496,5.9,370,89,217,41,33,60,55,105,848,32:54:00,32:54,-5,369,1008,5483,5.4,309,67,201,33.3,33,50,66,101,866,28:06:00
105,Colts,2015,N,20.8,333,1052,5142,4.9,311,94,235,40,26,49,53.1,108,931,30:09:00,30:09,-5,408,1072,6066,5.7,331,89,227,39.2,33,53,62.3,133,1168,31:06:00
106,Colts,2016,N,25.7,411,1037,5831,5.6,351,87,202,43.1,35,53,66,102,883,31:52:00,31:52,-5,392,1023,6122,6,353,80,193,41.5,25,50,50,125,1155,30:34:00
107,Colts,2017,N,16.4,263,994,4553,4.6,267,87,228,38.2,16,40,40,92,779,30:41:00,30:41,5,404,1026,5873,5.7,324,97,217,44.7,27,51,52.9,102,822,31:29:00
108,Colts,2018,Y,27.1,433,1070,6179,5.8,371,104,214,48.6,44,64,68.8,120,953,30:05:00,30:05,2,344,995,5431,5.5,315,82,200,41,23,43,53.5,131,1115,31:33:00
109,Colts,2019,N,22.6,361,1016,5238,5.2,340,86,207,41.5,36,56,64.3,79,670,30:11:00,30:11,2,373,986,5549,5.6,323,85,199,42.7,26,50,52,111,1040,30:07:00
110,Colts,2020,Y,28.2,451,1032,6049,5.9,364,78,197,39.6,35,60,58.3,94,899,31:06:00,31:06,10,362,992,5314,5.4,329,86,203,42.4,32,52,61.5,86,755,29:04:00
111,Cowboys,2011,N,23.1,369,1017,6008,5.9,327,78,198,39.4,25,51,49,114,816,31:25:00,31:25,4,347,972,5488,5.6,305,81,204,39.7,27,49,55.1,85,650,30:33:00
112,Cowboys,2012,N,23.5,376,1049,5994,5.7,338,93,212,43.9,25,49,51,117,853,31:01:00,31:01,-13,400,986,5687,5.8,317,81,202,40.1,30,55,54.5,89,726,30:54:00
113,Cowboys,2013,N,27.4,439,957,5458,5.7,325,63,180,35,35,51,68.6,102,867,29:02:00,29:02,8,432,1094,6645,6.1,388,91,210,43.3,40,62,64.5,112,875,31:58:00
114,Cowboys,2014,Y,29.2,467,1015,6138,6,342,95,201,47.3,33,51,64.7,105,839,33:51:00,33:51,6,352,978,5678,5.8,315,89,204,43.6,30,49,61.2,104,863,28:02:00
115,Cowboys,2015,N,17.2,275,969,5361,5.5,307,66,191,34.6,20,45,44.4,112,879,31:07:00,31:07,-22,374,998,5566,5.6,317,81,208,38.9,25,49,51,113,898,29:08:00
116,Cowboys,2016,Y,26.3,421,1010,6027,6,358,80,189,42.3,38,57,66.7,105,879,32:55:00,32:55,5,306,1009,5503,5.5,330,77,197,39.1,29,54,53.7,90,784,29:32:00
117,Cowboys,2017,N,22.1,354,1005,5311,5.3,314,87,203,42.9,31,52,59.6,97,939,30:12:00,30:12,-1,332,1000,5089,5.1,312,90,210,42.9,28,49,57.1,107,880,30:48:00
118,Cowboys,2018,Y,21.2,339,1022,5501,5.4,322,90,216,41.7,24,50,48,104,885,32:32:00,32:32,3,324,981,5268,5.4,309,85,201,42.3,25,49,51,89,681,29:29:00
